iter	Logloss
215	0.3557251573
216	0.355509207
217	0.3553036302
218	0.3550466832
219	0.3547385359
220	0.3545308103
221	0.3542917351
222	0.3540958497
223	0.3538122505
224	0.3535897308
225	0.353350332
226	0.3531204258
227	0.3529349438
228	0.3527573687
229	0.3526351505
230	0.3522587999
231	0.352067101
232	0.3518254253
233	0.3516559158
234	0.3514215474
235	0.3511470828
236	0.3507035557
237	0.3505659411
238	0.3503735869
239	0.3499722782
240	0.3494751888
241	0.3492030138
242	0.3487210451
243	0.3484081969
244	0.3481990178
245	0.3479717744
246	0.3474858294
247	0.3472019988
248	0.3470038334
249	0.3468687524
250	0.3467733426
251	0.3465049668
252	0.3463051103
253	0.3461233324
254	0.3459560305
255	0.3456880076
256	0.345474508
257	0.3450162286
258	0.3447869524
259	0.344487403
260	0.3443050485
261	0.3439900613
262	0.343748922
263	0.3435831001
264	0.3432591951
265	0.3430153917
266	0.3425453285
267	0.3422194912
268	0.3417933563
269	0.3415076117
270	0.3411998741
271	0.3405882771
272	0.340108892
273	0.3399153428
274	0.3396213711
275	0.3393699048
276	0.3392088242
277	0.3389308253
278	0.3386657444
279	0.3384947422
280	0.3382639568
281	0.3380404695
282	0.3376673657
283	0.3373638383
284	0.3371238327
285	0.3369404362
286	0.3366938127
287	0.3363272127
288	0.3360104118
289	0.3357748762
290	0.3353609976
291	0.3349384575
292	0.3347258684
293	0.3345125879
294	0.3342541027
295	0.3339963986
296	0.3338352489
297	0.3335196903
298	0.3333264961
299	0.3330251389
300	0.3327358925
301	0.332200775
302	0.3320060652
303	0.3317427433
304	0.3315567194
305	0.331296954
306	0.3310451198
307	0.3307678692
308	0.3304914329
309	0.3301969154
310	0.3299607141
311	0.3296205126
312	0.3294551986
313	0.3290905529
314	0.3289402762
315	0.3287610316
316	0.3285201192
317	0.3282264861
318	0.3281047937
319	0.3279107766
320	0.3277067389
321	0.3273281827
322	0.3270479176
323	0.3268904138
324	0.3267361668
325	0.3264864832
326	0.3263409522
327	0.3261401386
328	0.3257905697
329	0.3254353119
330	0.3252125478
331	0.3250238381
332	0.3247160434
333	0.3244572956
334	0.3241682911
335	0.3239163852
336	0.3236772907
337	0.3235291202
338	0.3232144493
339	0.3230208507
340	0.3228899322
341	0.3227036651
342	0.3223940049
343	0.3219700603
344	0.3217038309
345	0.3214074075
346	0.3212296953
347	0.3209814393
348	0.3206704363
349	0.3204102844
350	0.3201843593
351	0.3198594964
352	0.319551865
353	0.3193438187
354	0.3191746302
355	0.3188858018
356	0.3187413628
357	0.3184468382
358	0.3181641406
359	0.3178996786
360	0.3176858892
361	0.3174643252
362	0.3171876986
363	0.3170712857
364	0.3168580174
365	0.3166567668
366	0.3164601916
367	0.3162363515
368	0.3160041653
369	0.3158366147
370	0.3155906223
371	0.3152002767
372	0.3148931986
373	0.314679287
374	0.3145540876
375	0.3143312568
376	0.3140379752
377	0.3137522369
378	0.3135911802
379	0.313412722
380	0.3131076559
381	0.3128554003
382	0.3125374951
383	0.3123713426
384	0.3122659825
385	0.312014298
386	0.3117540349
387	0.3115362087
388	0.3113305082
389	0.3110680287
390	0.3109524412
391	0.3106685243
392	0.3105165641
393	0.3102650521
394	0.3100302392
395	0.309836851
396	0.3096164799
397	0.3093652568
398	0.3090574279
399	0.3088924333
400	0.3086914249
401	0.3086031577
402	0.3083674083
403	0.3081518925
404	0.3079467242
405	0.3076975604
406	0.3074426556
407	0.3072367114
408	0.3070482642
409	0.3067489208
410	0.3065347041
411	0.3063368053
412	0.3061527761
413	0.3059602669
414	0.3057430466
415	0.3054006067
416	0.3052382416
417	0.3050452315
418	0.3049438224
419	0.3048092657
420	0.3046221455
421	0.30444432
422	0.3041298908
423	0.3039286774
424	0.3037511614
425	0.3035404356
426	0.3034087584
427	0.3030981952
428	0.3029256331
429	0.3027752904
430	0.3025951629
431	0.3024576088
432	0.3022946777
433	0.3020926715
434	0.301930004
435	0.3017908666
436	0.3015956153
437	0.3012896703
438	0.3010517743
439	0.300846148
440	0.3006162346
441	0.3004457383
442	0.3002914508
443	0.3000632
444	0.2997795699
445	0.2996280272
446	0.2994874351
447	0.2992192147
448	0.2989921678
449	0.2988412737
450	0.2985887046
451	0.2984521677
452	0.2982495137
453	0.298081155
454	0.2979468483
455	0.2976981369
456	0.297581524
457	0.2974333512
458	0.2972820123
459	0.2971267046
460	0.2969855569
461	0.2967151229
462	0.2965339031
463	0.2963469556
464	0.2960984138
465	0.2958955198
466	0.2957624768
467	0.2955829953
468	0.2953520193
469	0.2952081577
470	0.2951048114
471	0.2949258049
472	0.2948078834
473	0.294583673
474	0.294415458
475	0.2943302403
476	0.2941986998
477	0.2940599106
478	0.2936965247
479	0.2934336008
480	0.2931768108
481	0.2929479172
482	0.2928469323
483	0.2926856528
484	0.2925210977
485	0.2923893452
486	0.2922734325
487	0.2921132703
488	0.2919388539
489	0.2917284543
490	0.2915324652
491	0.2913832009
492	0.2911326221
493	0.2909885259
494	0.2908806028
495	0.2906064184
496	0.290481954
497	0.2903332111
498	0.2900372946
499	0.2899018625
500	0.2897579023
501	0.2895752271
502	0.2893915679
503	0.2892181206
504	0.2889556821
505	0.2887977433
506	0.2886101372
507	0.2883989266
508	0.288114707
509	0.2879300269
510	0.2877434428
511	0.2875722584
512	0.2874496083
513	0.2873442874
514	0.2871825996
515	0.2870257582
516	0.2868730744
517	0.2867476391
518	0.2866141565
519	0.2862600036
520	0.2860789053
521	0.2859996284
522	0.2858504994
523	0.2856380192
524	0.2854601395
525	0.2852824342
526	0.2850500624
527	0.2849345798
528	0.2848185639
529	0.2846131243
530	0.2844957379
531	0.2843109132
532	0.2841842053
533	0.2839760023
534	0.283779569
535	0.2836027959
536	0.2833516436
537	0.2832552665
538	0.2830808545
539	0.2829142225
540	0.2828384106
541	0.2826755068
542	0.282555524
543	0.2824300632
544	0.282268486
545	0.2821492211
546	0.2820223839
547	0.2819535954
548	0.2817972974
549	0.281627628
550	0.2815174506
551	0.2813190282
552	0.2811512377
553	0.2809770642
554	0.2808267407
555	0.2806842092
556	0.2805021592
557	0.2803113294
558	0.2801558595
559	0.2800129294
560	0.2798620137
561	0.2797423658
562	0.2796256505
563	0.2794565782
564	0.2793161891
565	0.2790699307
566	0.2789466749
567	0.2786989835
568	0.2785325182
569	0.2784059689
570	0.2782613869
571	0.278155474
572	0.2779783855
573	0.2778383604
574	0.2776488497
575	0.2775016514
576	0.2773865007
577	0.2772040087
578	0.2770751654
579	0.2769145146
580	0.2768355152
581	0.2766618696
582	0.276510825
583	0.2762922257
584	0.2761289349
585	0.2758738175
586	0.2757939309
587	0.2756518019
588	0.2753964456
589	0.2752658936
590	0.2751049698
591	0.2749933314
592	0.274909898
593	0.2747713152
594	0.2746788938
595	0.2745550176
596	0.2743249343
597	0.274264113
598	0.2740754257
599	0.2740020387
600	0.2738399126
601	0.2737367216
602	0.2735992322
603	0.2734670684
604	0.273317954
605	0.2731755474
606	0.2730044076
607	0.2728106512
608	0.2727118295
609	0.2725847716
610	0.2724715392
611	0.2722504732
612	0.2720758124
613	0.2719905617
614	0.2719007224
615	0.2715211739
616	0.2713558358
617	0.2712364565
618	0.2710565467
619	0.2708911689
620	0.2707839924
621	0.2706885826
622	0.2705853329
623	0.2703731487
624	0.2701645875
625	0.2699203271
626	0.2697353586
627	0.2696188788
628	0.2695065591
629	0.2693385262
630	0.2692325058
631	0.2690867238
632	0.2690008932
633	0.2688345675
634	0.2686778981
635	0.2684833094
636	0.2683910271
637	0.2682877327
638	0.2681321098
639	0.2679704859
640	0.2678461871
641	0.2677213496
642	0.2676086901
643	0.2674308523
644	0.2673251817
645	0.2671546278
646	0.2670612991
647	0.2668948601
648	0.2667064204
649	0.2665980692
650	0.2663890752
651	0.2661840551
652	0.2660912935
653	0.2659936761
654	0.2658005712
655	0.2656099542
656	0.265520203
657	0.2654282488
658	0.2652877515
659	0.2651546976
660	0.2650855576
661	0.2649248017
662	0.2648070246
663	0.264690539
664	0.2645923944
665	0.2644499214
666	0.2643631753
667	0.2641985937
668	0.2640806367
669	0.2638991622
670	0.2638028094
671	0.2636492405
672	0.2634698704
673	0.263204964
674	0.2630679197
675	0.2629256945
676	0.2628108766
677	0.2627303296
678	0.2625952082
679	0.2624704694
680	0.2623818041
681	0.2622615828
682	0.262172894
683	0.261922471
684	0.2617797551
685	0.2616607985
686	0.2615288121
687	0.2613997206
688	0.2612876007
689	0.2611586724
690	0.2609721826
691	0.2608293084
692	0.2605976489
693	0.2604050625
694	0.2603210857
695	0.260192712
696	0.2600571608
697	0.259812784
698	0.2597201466
699	0.2596682139
700	0.2595456125
701	0.2594126509
702	0.2592563736
703	0.2590533759
704	0.2589289594
705	0.2588098379
706	0.258675596
707	0.2584967405
708	0.258372906
709	0.2581868589
710	0.2579912646
711	0.2579136466
712	0.2577844312
713	0.2575707246
714	0.2574546116
715	0.2573319276
716	0.2572178831
717	0.2570525499
718	0.2569410275
719	0.2568302084
720	0.2565938513
721	0.2564428838
722	0.2563229989
723	0.2562447415
724	0.2560622374
725	0.255902389
726	0.2557910541
727	0.2555949204
728	0.2554979662
729	0.2554220134
730	0.2552773322
731	0.2551757461
732	0.2550192726
733	0.2548534749
734	0.2547139726
735	0.2546101004
736	0.2545367584
737	0.2543973798
738	0.2542355879
739	0.2541321573
740	0.2539609029
741	0.2538619207
742	0.2537157718
743	0.2535739026
744	0.2534874808
745	0.2532920518
746	0.2530532475
747	0.2529195042
748	0.2527589531
749	0.2526590894
750	0.2525274298
751	0.2523567732
752	0.2521770677
753	0.2520099906
754	0.2518502203
755	0.2517002608
756	0.2515665561
757	0.2514457888
758	0.2513359557
759	0.2512503915
760	0.2511521334
761	0.2510419205
762	0.2508723719
763	0.250715712
764	0.2505742439
765	0.2504224059
766	0.2503103907
767	0.2501393869
768	0.2500319812
769	0.2498786736
770	0.2497481098
771	0.2496564742
772	0.2495685306
773	0.2494205478
774	0.2492550042
775	0.249112379
776	0.2490513343
777	0.248868406
778	0.2487340337
779	0.2486361971
780	0.2484354699
781	0.2483553674
782	0.2482927979
783	0.2481939741
784	0.248055969
785	0.2479287637
786	0.2477712619
787	0.2476615273
788	0.2475570143
789	0.2474429859
790	0.2473117451
791	0.2471977208
792	0.24713457
793	0.2470151037
794	0.2468745242
795	0.2467342709
796	0.2465929396
797	0.2464935772
798	0.2463725005
799	0.2462158085
800	0.2460800783
801	0.2459649869
802	0.2458617356
803	0.2456780987
804	0.2455025623
805	0.2454425405
806	0.2453289372
807	0.2452237426
808	0.245098665
809	0.2449716695
810	0.2448522336
811	0.244684125
812	0.2446318474
813	0.2445335826
814	0.2444594806
815	0.2443302013
816	0.244191061
817	0.2439997226
818	0.2439042021
819	0.2438276884
820	0.2437151517
821	0.2436313329
822	0.2435723139
823	0.2434669499
824	0.2433054983
825	0.243129498
826	0.2430175997
827	0.2429018516
828	0.2427997171
829	0.2427107454
830	0.2426173367
831	0.2424793758
832	0.2423771441
833	0.2422804523
834	0.2421624747
835	0.2420351234
836	0.2419356419
837	0.2418704441
838	0.2417918468
839	0.2417222851
840	0.2415737398
841	0.2414658116
842	0.2413277101
843	0.2412361082
844	0.2411062712
845	0.240989826
846	0.2408663904
847	0.2407841391
848	0.240555827
849	0.2404181287
850	0.2402902225
851	0.2402068881
852	0.2401114805
853	0.2400296716
854	0.2399566833
855	0.2398526837
856	0.2397600669
857	0.239634988
858	0.2395334078
859	0.2393697305
860	0.2392675423
861	0.2391181756
862	0.2390362286
863	0.2388512724
864	0.2387366859
865	0.2385293744
866	0.2384513295
867	0.238327177
868	0.2382072942
869	0.2381431202
870	0.2379847219
871	0.2378802863
872	0.2377502988
873	0.2375898853
874	0.2375115675
875	0.2374272369
876	0.2373229741
877	0.2371578743
878	0.2370373995
879	0.2368911765
880	0.2368095807
881	0.2366683969
882	0.236599275
883	0.2365239254
884	0.236460814
885	0.2363101608
886	0.236259287
887	0.2361585797
888	0.235959132
889	0.2358496192
890	0.2356969401
891	0.2355094535
892	0.2354347021
893	0.235325406
894	0.2352105771
895	0.2351187777
896	0.2350142413
897	0.2348300199
898	0.2347162738
899	0.2346637552
900	0.234516622
901	0.2344277076
902	0.2343496535
903	0.2341965262
904	0.2339874548
905	0.2338121441
906	0.233722653
907	0.2335782734
908	0.2334909909
909	0.2333220544
910	0.2332189056
911	0.2330904734
912	0.2330012869
913	0.2329451566
914	0.2328087921
915	0.2327147073
916	0.2325801603
917	0.2324975494
918	0.2323602481
919	0.2322733825
920	0.2320884243
921	0.2319986701
922	0.2319329108
923	0.2318307607
924	0.2316858803
925	0.2315825748
926	0.2315258631
927	0.2313482265
928	0.2312616025
929	0.2311458834
930	0.2310302935
931	0.2309683454
932	0.2308622453
933	0.2307452105
934	0.2306314615
935	0.2305039156
936	0.2303141354
937	0.230195055
938	0.2301325251
939	0.2300409277
940	0.2298861975
941	0.2297259129
942	0.2295631127
943	0.2294591988
944	0.2294024344
945	0.2292707217
946	0.2291842193
947	0.2290932614
948	0.2290628896
949	0.2289678749
950	0.2288298163
951	0.2287217251
952	0.2286499012
953	0.2285269512
954	0.2284328484
955	0.2283094356
956	0.2281382352
957	0.2280270754
958	0.2278652439
959	0.2277736048
960	0.2275567873
961	0.2274677187
962	0.227387794
963	0.2272944552
964	0.2272202897
965	0.2270970361
966	0.2269209054
967	0.2267899052
968	0.2267292813
969	0.2266473761
970	0.2264805614
971	0.2264156821
972	0.2263528883
973	0.2262269044
974	0.2261574957
975	0.2260451566
976	0.2259570956
977	0.2258763065
978	0.2257213957
979	0.2256224559
980	0.2254725182
981	0.2253816029
982	0.2253027474
983	0.2251664224
984	0.2250738729
985	0.2249812716
986	0.2248214059
987	0.2247536186
988	0.2246911487
989	0.2245852755
990	0.224516948
991	0.2243934756
992	0.2242594107
993	0.2241958222
994	0.2240932719
995	0.2240205669
996	0.223947706
997	0.2238736012
998	0.2237518093
999	0.2236741525
1000	0.2235803229
1001	0.2234875884
1002	0.2233855013
1003	0.2233252197
1004	0.2232426875
1005	0.2231069874
1006	0.2230234143
1007	0.2228999788
1008	0.2227809444
1009	0.2227175107
1010	0.222576013
1011	0.2224676947
1012	0.2223480721
1013	0.222269058
1014	0.2221450219
1015	0.2220873264
1016	0.2220076221
1017	0.2218593348
1018	0.2217865465
1019	0.2216188153
1020	0.2215243897
1021	0.2214487226
1022	0.221369
1023	0.2213263112
1024	0.221205512
1025	0.221036259
1026	0.2209499137
1027	0.2208494287
1028	0.2207261346
1029	0.2206176813
1030	0.2205019299
1031	0.2203887675
1032	0.2203014404
1033	0.2201946792
1034	0.2199976231
1035	0.2199212439
1036	0.2198494061
1037	0.2197444671
1038	0.2196291181
1039	0.2195004263
1040	0.219375888
1041	0.219282528
1042	0.2191470587
1043	0.2190536095
1044	0.2189793854
1045	0.2188723624
1046	0.2187653204
1047	0.2186922559
1048	0.2186236894
1049	0.2185383318
1050	0.2184450468
1051	0.2183580223
1052	0.2182554685
1053	0.2181561048
1054	0.2180255731
1055	0.2179279548
1056	0.2178302595
1057	0.2177121017
1058	0.2176180927
1059	0.2175129267
1060	0.2174167697
1061	0.2173561781
1062	0.2172463857
1063	0.217143855
1064	0.2170634897
1065	0.2169565268
1066	0.2168750393
1067	0.2167261467
1068	0.2166270754
1069	0.2165565804
1070	0.2165082609
1071	0.2163829411
1072	0.2162985651
1073	0.2162160561
1074	0.2161269483
1075	0.2160435552
1076	0.2159674863
1077	0.2158900516
1078	0.2157685232
1079	0.2157152014
1080	0.2156574258
1081	0.2155619841
1082	0.2155007405
1083	0.2154070143
1084	0.2153441826
1085	0.2152823147
1086	0.2151963387
1087	0.2151341581
1088	0.2150103033
1089	0.2149271714
1090	0.2147920014
1091	0.2147355406
1092	0.2145853836
1093	0.2144437333
1094	0.2143681789
1095	0.2142927306
1096	0.2141349496
1097	0.2140044136
1098	0.2139164072
1099	0.2138476967
1100	0.2137797301
1101	0.2137169193
1102	0.2135375586
1103	0.2134487156
1104	0.2133384241
1105	0.2132726454
1106	0.2131692694
1107	0.2130731173
1108	0.2130099657
1109	0.2129376861
1110	0.2128977247
1111	0.2127866661
1112	0.2126934246
1113	0.2126002599
1114	0.2125309635
1115	0.2124693465
1116	0.2123954228
1117	0.2122900082
1118	0.2122114412
1119	0.2121090687
1120	0.2119806153
1121	0.2119107968
1122	0.2118557535
1123	0.2117830088
1124	0.2116592352
1125	0.211597268
1126	0.2114817603
1127	0.2114133332
1128	0.2113575842
1129	0.2112968419
1130	0.2111724655
1131	0.2111269272
1132	0.210995648
1133	0.2108767321
1134	0.210717531
1135	0.2106647705
1136	0.2105959639
1137	0.2105145182
1138	0.2104433023
1139	0.2103742918
1140	0.210301711
1141	0.2101512965
1142	0.210089442
1143	0.2100241038
1144	0.209926268
1145	0.2098842006
1146	0.2098108995
1147	0.2097296942
1148	0.2095890873
1149	0.2095278112
1150	0.2094263024
1151	0.209332879
1152	0.2092468893
1153	0.2091423521
1154	0.2090740464
1155	0.2089931801
1156	0.2089151075
1157	0.2088528378
1158	0.2087661344
1159	0.2086604143
1160	0.2085714253
1161	0.2084544705
1162	0.2083324216
1163	0.2081688452
1164	0.2080576882
1165	0.207940634
1166	0.2078814543
1167	0.2078092175
1168	0.2076857811
1169	0.2076196623
1170	0.2074747446
1171	0.2073760026
1172	0.2072532097
1173	0.2071016479
1174	0.2070553278
1175	0.2069493012
1176	0.2068985086
1177	0.2067459264
1178	0.2066678024
1179	0.2066005378
1180	0.2065192399
1181	0.2064150023
1182	0.2063546768
1183	0.20625985
1184	0.2061410498
1185	0.2060811071
1186	0.2060479866
1187	0.2058024641
1188	0.2056754357
1189	0.2056110414
1190	0.2055377793
1191	0.205456491
1192	0.2053179479
1193	0.2051985461
1194	0.2050993839
1195	0.204994038
1196	0.2049368823
1197	0.2048203949
1198	0.2046827861
1199	0.2045961063
1200	0.2044689425
1201	0.2043978226
1202	0.2043469768
1203	0.2042841052
1204	0.2042043422
1205	0.2040942795
1206	0.2040338574
1207	0.203926777
1208	0.2038255091
1209	0.2037196077
1210	0.2036541497
1211	0.2035790212
1212	0.2035070055
1213	0.2034083692
1214	0.2033397213
1215	0.2032525763
1216	0.2031756232
1217	0.2031225421
1218	0.2030282376
1219	0.2029419332
1220	0.202787164
1221	0.2026743938
1222	0.2025999941
1223	0.2024577977
1224	0.202271413
1225	0.2022017039
1226	0.202096148
1227	0.2020429465
1228	0.2019752596
1229	0.2018958118
1230	0.2018052371
1231	0.2017064013
1232	0.2016384155
1233	0.2015656151
1234	0.2015011818
1235	0.2014253934
1236	0.2013420618
1237	0.2012729526
1238	0.2012072692
1239	0.2011047746
1240	0.200960488
1241	0.200876976
1242	0.2007598396
1243	0.2006253899
1244	0.2005175035
1245	0.2004545526
1246	0.200330496
1247	0.2002900169
1248	0.2002183823
1249	0.2001046968
1250	0.2000409191
1251	0.1999383882
1252	0.1998742863
1253	0.1997762883
1254	0.1997263768
1255	0.199665243
1256	0.1995901729
1257	0.1995267227
1258	0.1994719653
1259	0.1994114824
1260	0.1993391002
1261	0.1992413837
1262	0.199166856
1263	0.1990688785
1264	0.1990210136
1265	0.1989902003
1266	0.1989362174
1267	0.1987684289
1268	0.1987237462
1269	0.1986680164
1270	0.19862649
1271	0.1985221158
1272	0.198413548
1273	0.1983100231
1274	0.1982347557
1275	0.1981565363
1276	0.1980119494
1277	0.1978822355
1278	0.1978164689
1279	0.1977487009
1280	0.1976591885
1281	0.1975634168
1282	0.1975105554
1283	0.1974387953
1284	0.1973842579
1285	0.1972890445
1286	0.1971424804
1287	0.197030335
1288	0.1969362455
1289	0.1968407991
1290	0.1967962241
1291	0.1967496832
1292	0.1966878148
1293	0.1966063743
1294	0.1965454095
1295	0.1964411169
1296	0.1963343709
1297	0.196287348
1298	0.1962515811
1299	0.1961807223
1300	0.1961122295
1301	0.1960387286
1302	0.1958987038
1303	0.1958367166
1304	0.1957687902
1305	0.1956820474
1306	0.195562745
1307	0.1954500459
1308	0.1953716903
1309	0.1953264946
1310	0.1952694217
1311	0.1952357199
1312	0.1951956595
1313	0.195086604
1314	0.1950361317
1315	0.195002791
1316	0.1949678024
1317	0.1949141362
1318	0.1948127079
1319	0.1947382616
1320	0.1946594494
1321	0.1946095395
1322	0.1944949862
1323	0.1944171102
1324	0.1943612212
1325	0.1942803373
1326	0.1941873364
1327	0.1940924711
1328	0.1940078938
1329	0.1939173541
1330	0.1938594784
1331	0.1937534565
1332	0.1936901647
1333	0.1935620371
1334	0.1934451629
1335	0.1933730247
1336	0.1932972359
1337	0.1931828097
1338	0.1931034849
1339	0.1930485584
1340	0.1929719255
1341	0.1928786797
1342	0.1928091678
1343	0.1927162035
1344	0.1926627046
1345	0.1925710836
1346	0.1924570179
1347	0.1923983402
1348	0.1922646492
1349	0.1921798531
1350	0.1920673909
1351	0.192045003
1352	0.1919958129
1353	0.1918900756
1354	0.1917513985
1355	0.1916850349
1356	0.1915641497
1357	0.1914259112
1358	0.1913494397
1359	0.1912532476
1360	0.1911559924
1361	0.1910876451
1362	0.1910386322
1363	0.1909887617
1364	0.1909400514
1365	0.1908817085
1366	0.1907956511
1367	0.1906966876
1368	0.1905930941
1369	0.1905288742
1370	0.1904595811
1371	0.1903805857
1372	0.1903078823
1373	0.1902250145
1374	0.1901892363
1375	0.1901069445
1376	0.19005093
1377	0.189927957
1378	0.189835957
1379	0.1897097698
1380	0.1896285461
1381	0.189550105
1382	0.1894398913
1383	0.1893101771
1384	0.1892428924
1385	0.1892074663
1386	0.1891537036
1387	0.1891014256
1388	0.1890490477
1389	0.188994362
1390	0.1888949128
1391	0.1888450646
1392	0.1888184235
1393	0.1887293753
1394	0.1886443945
1395	0.1885252355
1396	0.1884504888
1397	0.1883152959
1398	0.1882038582
1399	0.1881591425
1400	0.1881163621
1401	0.1880629518
1402	0.1879958893
1403	0.1878852942
1404	0.1878113496
1405	0.1877430026
1406	0.18769682
1407	0.1876693559
1408	0.1875621068
1409	0.1874451134
1410	0.1874006955
1411	0.1873077512
1412	0.1872419512
1413	0.1871665219
1414	0.187059656
1415	0.1869634131
1416	0.186914284
1417	0.1868521928
1418	0.1867612354
1419	0.1866717586
1420	0.1866062403
1421	0.1865462183
1422	0.1864940574
1423	0.1864073742
1424	0.186328278
1425	0.1862429555
1426	0.1862130763
1427	0.1861141803
1428	0.1860210986
1429	0.185923542
1430	0.18581732
1431	0.1857256781
1432	0.1856566536
1433	0.185541084
1434	0.1854947806
1435	0.1853563396
1436	0.1852626356
1437	0.1852214805
1438	0.1851692018
1439	0.1851234724
1440	0.1850155301
1441	0.1849471986
1442	0.1848753193
1443	0.184809299
1444	0.1847155942
1445	0.1846758939
1446	0.1846257418
1447	0.184594387
1448	0.1845068762
1449	0.1844606356
1450	0.1843767013
1451	0.1842906378
1452	0.1841896907
1453	0.1841253036
1454	0.1840227333
1455	0.183969371
1456	0.1838767762
1457	0.1837598248
1458	0.1836809872
1459	0.1835847098
1460	0.1835205168
1461	0.1834928728
1462	0.1833957178
1463	0.1833062655
1464	0.1832495674
1465	0.1831331465
1466	0.1830850899
1467	0.1830249239
1468	0.182969236
1469	0.1828964549
1470	0.1828182835
1471	0.1827118814
1472	0.1826937674
1473	0.1826516597
1474	0.1825890905
1475	0.1825023657
1476	0.1824131765
1477	0.1823348316
1478	0.1822844607
1479	0.1822159317
1480	0.1821277825
1481	0.1820470967
1482	0.1820037047
1483	0.1819429821
1484	0.1818749974
1485	0.1817753514
1486	0.1816706708
1487	0.1815880206
1488	0.1815165625
1489	0.1814394083
1490	0.1813747745
1491	0.1813017894
1492	0.1812739411
1493	0.1812326954
1494	0.1811535953
1495	0.1810552633
1496	0.1810329575
1497	0.1809722935
1498	0.1809051494
1499	0.1808239627
